               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  52,              2.3301,              1.4409,              1.0418,              0.4073,             0.35294,             0.30878,             0.18639,                   0,                   0,                   0,            0.009798,            0.009798,            0.009798
                  53,              2.3323,              1.4551,              1.0371,             0.95261,             0.14706,             0.15739,            0.054885,                   0,                   0,                   0,           0.0097941,           0.0097941,           0.0097941
                  54,               2.191,              1.3728,              1.0082,             0.99823,             0.29412,             0.45123,             0.23578,                   0,                   0,                   0,           0.0097901,           0.0097901,           0.0097901
                  55,              2.3203,               1.479,              1.0539,            0.093023,             0.11765,            0.080131,            0.041587,                   0,                   0,                   0,           0.0097862,           0.0097862,           0.0097862
                  56,              2.3141,               1.421,              1.0364,             0.47958,             0.16326,             0.23053,             0.12046,                   0,                   0,                   0,           0.0097822,           0.0097822,           0.0097822
                  57,              2.4122,              1.4165,              1.0454,             0.79469,             0.41176,             0.49332,             0.23123,                   0,                   0,                   0,           0.0097782,           0.0097782,           0.0097782
                  58,               2.215,              1.2769,              1.0361,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097743,           0.0097743,           0.0097743
                  59,               2.231,              1.5136,              1.0334,             0.88696,             0.35294,             0.50804,             0.22332,                   0,                   0,                   0,           0.0097703,           0.0097703,           0.0097703
                  60,              2.3039,              1.4287,              1.0459,             0.70136,             0.41457,             0.46173,             0.22127,                   0,                   0,                   0,           0.0097664,           0.0097664,           0.0097664
                  61,               2.201,              1.3988,               1.029,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097624,           0.0097624,           0.0097624
                  62,              2.2912,              1.4358,              1.0286,                   1,             0.31965,             0.43389,             0.21999,                   0,                   0,                   0,           0.0097584,           0.0097584,           0.0097584
                  63,              2.3013,              1.3565,              1.0367,             0.82798,             0.29412,             0.34114,             0.19469,                   0,                   0,                   0,           0.0097545,           0.0097545,           0.0097545
                  64,              2.2705,              1.3768,              1.0291,             0.76457,             0.38207,             0.46471,             0.22772,                   0,                   0,                   0,           0.0097505,           0.0097505,           0.0097505
                  65,              2.2247,              1.3607,              1.0428,             0.85555,             0.34867,             0.40711,             0.23038,                   0,                   0,                   0,           0.0097466,           0.0097466,           0.0097466
                  66,              2.1668,              1.3601,              1.0257,             0.90878,             0.29311,             0.43904,             0.22586,                   0,                   0,                   0,           0.0097426,           0.0097426,           0.0097426
                  67,              2.0794,              1.2337,              1.0196,              0.4002,            0.029412,             0.02648,            0.020655,                   0,                   0,                   0,           0.0097386,           0.0097386,           0.0097386
                  68,              2.2356,               1.416,              1.0137,             0.75125,             0.35294,             0.38649,             0.22812,                   0,                   0,                   0,           0.0097347,           0.0097347,           0.0097347
                  69,              2.1571,              1.3406,              1.0439,             0.86257,             0.26471,             0.37301,             0.19102,                   0,                   0,                   0,           0.0097307,           0.0097307,           0.0097307
                  70,              2.1857,              1.3388,              1.0254,                   1,             0.30261,             0.40779,             0.28192,                   0,                   0,                   0,           0.0097268,           0.0097268,           0.0097268
                  71,              2.2841,              1.4153,              1.0569,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097228,           0.0097228,           0.0097228
                  72,              2.2831,              1.3868,              1.0292,             0.90769,             0.28958,             0.42278,             0.23538,                   0,                   0,                   0,           0.0097188,           0.0097188,           0.0097188
                  73,              2.1364,              1.2087,               1.029,             0.77924,             0.31197,             0.45007,             0.23713,                   0,                   0,                   0,           0.0097149,           0.0097149,           0.0097149
                  74,              2.2136,              1.4089,              1.0271,             0.67008,             0.38235,             0.44329,             0.24857,                   0,                   0,                   0,           0.0097109,           0.0097109,           0.0097109
                  75,              2.1326,              1.3044,              1.0242,             0.63027,             0.35106,             0.38266,             0.20198,                   0,                   0,                   0,            0.009707,            0.009707,            0.009707
                  76,              2.2451,              1.3364,              1.0285,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009703,            0.009703,            0.009703
                  77,              2.2707,              1.3458,              1.0287,             0.53811,             0.32353,             0.35042,              0.1969,                   0,                   0,                   0,            0.009699,            0.009699,            0.009699
                  78,              2.1685,              1.2751,               1.034,             0.71738,             0.37364,               0.475,             0.24074,                   0,                   0,                   0,           0.0096951,           0.0096951,           0.0096951
                  79,              2.0943,              1.2063,              1.0213,              0.8532,             0.29412,             0.36475,             0.21353,                   0,                   0,                   0,           0.0096911,           0.0096911,           0.0096911
                  80,               2.266,              1.3258,              1.0495,             0.86951,             0.39237,             0.49277,             0.22784,                   0,                   0,                   0,           0.0096872,           0.0096872,           0.0096872
                  81,              2.2856,              1.3261,              1.0281,              0.6326,             0.38235,             0.41256,             0.19564,                   0,                   0,                   0,           0.0096832,           0.0096832,           0.0096832
                  82,              2.1367,              1.2864,              1.0306,             0.82597,             0.32353,             0.42304,             0.23432,                   0,                   0,                   0,           0.0096792,           0.0096792,           0.0096792
                  83,              2.1105,              1.2323,              1.0325,             0.74928,             0.26377,             0.29506,             0.18022,                   0,                   0,                   0,           0.0096753,           0.0096753,           0.0096753
                  84,              2.2126,              1.2349,              1.0193,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096713,           0.0096713,           0.0096713
                  85,              2.2392,              1.3694,              1.0163,                 0.7,             0.20588,             0.46402,             0.29708,                   0,                   0,                   0,           0.0096674,           0.0096674,           0.0096674
                  86,               2.132,              1.2535,              1.0263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096634,           0.0096634,           0.0096634
                  87,              2.1514,              1.3386,              1.0319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096594,           0.0096594,           0.0096594
                  88,               2.239,              1.2555,              1.0251,             0.92527,             0.36468,             0.48145,             0.21867,                   0,                   0,                   0,           0.0096555,           0.0096555,           0.0096555
                  89,              2.0966,              1.2185,              1.0236,             0.23647,            0.088235,            0.057684,            0.013829,                   0,                   0,                   0,           0.0096515,           0.0096515,           0.0096515
                  90,              2.1216,               1.216,              1.0217,             0.58629,             0.47059,             0.47389,             0.23076,                   0,                   0,                   0,           0.0096476,           0.0096476,           0.0096476
                  91,              2.0776,              1.1758,              1.0369,             0.79832,             0.34949,             0.42895,             0.21687,                   0,                   0,                   0,           0.0096436,           0.0096436,           0.0096436
                  92,              2.2061,              1.2711,              1.0193,             0.78403,             0.26471,             0.36169,              0.1998,                   0,                   0,                   0,           0.0096396,           0.0096396,           0.0096396
                  93,              2.1337,               1.275,              1.0155,             0.59153,             0.23529,             0.30841,             0.17826,                   0,                   0,                   0,           0.0096357,           0.0096357,           0.0096357
                  94,              2.1071,               1.214,              1.0379,             0.60652,             0.32353,             0.40496,             0.23526,                   0,                   0,                   0,           0.0096317,           0.0096317,           0.0096317
                  95,              2.1432,                1.27,               1.044,             0.90046,             0.35294,             0.45588,             0.23317,                   0,                   0,                   0,           0.0096278,           0.0096278,           0.0096278
                  96,              2.0754,              1.1999,               1.016,             0.68294,             0.32353,             0.45589,             0.23751,                   0,                   0,                   0,           0.0096238,           0.0096238,           0.0096238
                  97,              2.1191,              1.3144,              1.0168,             0.80103,             0.35537,             0.42983,             0.23548,                   0,                   0,                   0,           0.0096198,           0.0096198,           0.0096198
